Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
25,11,17,17,1,3,0,0,1,1,0,0,0,6,.176,.176,.353,.529,42,6,0,0,0,0,0
26,53,134,125,19,36,7,2,3,14,1,1,8,24,.288,.328,.448,.776,97,56,0,0,0,1,1
24,104,414,375,55,96,20,4,12,42,14,5,30,101,.256,.315,.427,.742,87,160,6,3,0,1,0
25,23,78,70,8,13,6,0,2,8,2,1,6,15,.186,.247,.357,.604,55,25,2,0,0,1,0
26,36,124,111,18,28,4,0,1,8,2,5,12,16,.252,.323,.315,.638,65,35,3,0,0,1,0
25,69,147,128,14,30,4,0,1,8,0,0,13,41,.234,.324,.289,.613,67,37,4,4,2,0,1
26,23,50,36,6,9,1,0,1,3,0,0,10,14,.250,.420,.361,.781,103,13,1,2,0,2,0
28,43,82,70,9,14,4,0,0,5,1,0,8,28,.200,.317,.257,.574,51,18,0,4,0,0,0
28,8,11,9,0,0,0,0,0,0,0,0,2,5,.000,.182,.000,.182,-46,0,1,0,0,0,0
28,13,13,13,1,5,1,0,0,1,0,0,0,2,.385,.385,.462,.846,132,6,1,0,0,0,0
29,19,32,30,3,4,2,0,0,0,0,0,2,10,.133,.188,.200,.388,1,6,1,0,0,0,0
29,16,34,30,3,2,0,0,1,1,0,0,4,9,.067,.176,.167,.343,-5,5,0,0,0,0,1
29,4,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0
29,15,27,25,3,4,2,0,0,0,0,0,2,8,.160,.222,.240,.462,20,6,1,0,0,0,0
30,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0
31,75,213,177,27,49,8,0,4,24,1,2,22,61,.277,.362,.390,.752,97,69,2,4,6,4,0
32,24,43,38,5,9,3,0,0,3,0,0,3,11,.237,.302,.316,.618,70,12,0,1,0,1,0
33,37,65,59,6,11,0,0,0,3,1,1,5,20,.186,.262,.186,.448,18,11,1,1,0,0,1
22,121,492,425,83,111,22,10,2,37,25,8,53,101,.261,.344,.374,.718,95,159,1,3,7,4,1
23,74,203,182,36,38,7,0,4,13,8,3,15,54,.209,.275,.313,.588,55,57,1,2,3,1,0
24,120,440,376,75,101,15,2,6,22,29,8,44,109,.269,.347,.367,.714,85,138,2,3,13,4,0
25,106,393,334,52,72,14,1,2,22,20,4,43,83,.216,.310,.281,.591,58,94,1,3,12,1,0
26,118,408,357,42,89,15,4,4,32,24,6,38,100,.249,.325,.347,.672,72,124,8,3,8,2,0
27,37,120,107,10,27,3,2,0,7,3,2,9,29,.252,.310,.318,.628,73,34,0,0,4,0,0
28,25,58,47,4,12,5,0,1,6,2,1,9,11,.255,.375,.426,.801,105,20,0,0,2,0,0
22,24,68,67,4,13,0,0,0,2,1,1,1,26,.194,.206,.194,.400,6,13,1,0,0,0,0
23,21,56,50,4,10,4,1,0,3,1,0,3,17,.200,.286,.320,.606,56,16,2,3,0,0,0
25,14,36,31,9,9,1,0,1,2,0,0,4,2,.290,.361,.419,.780,100,13,0,0,0,1,0
26,25,85,75,8,16,6,0,2,7,1,2,9,20,.213,.306,.373,.679,72,28,3,1,0,0,0
27,24,54,52,6,8,3,0,1,7,3,0,2,11,.154,.185,.269,.454,24,14,1,0,0,0,0
28,19,34,30,5,3,0,0,2,3,0,0,3,15,.100,.206,.300,.506,28,9,1,1,0,0,0
28,8,20,18,0,3,1,0,0,0,1,0,2,5,.167,.250,.222,.472,25,4,1,0,0,0,0
29,24,24,22,2,4,0,0,0,0,0,0,2,7,.182,.250,.182,.432,14,4,0,0,0,0,0
25,14,23,23,3,6,0,0,0,0,0,0,0,5,.261,.261,.261,.522,35,6,1,0,0,0,0
22,56,152,137,13,23,2,0,3,11,0,0,8,38,.168,.215,.248,.463,30,34,1,1,3,3,1
23,8,26,24,2,3,1,0,0,1,0,1,0,7,.125,.154,.167,.321,-12,4,0,1,0,1,0
24,120,417,387,36,83,17,0,18,55,4,1,23,122,.214,.262,.398,.660,73,154,10,3,1,3,3
25,91,326,303,29,70,14,2,14,37,3,0,21,90,.231,.282,.429,.711,95,130,9,1,0,1,3
26,102,347,312,28,55,9,0,11,36,1,0,27,109,.176,.252,.311,.563,50,97,3,5,2,1,3
27,29,71,57,7,9,1,0,3,6,1,1,6,18,.158,.258,.333,.591,63,19,3,2,5,1,0
27,6,12,12,0,1,0,0,0,0,0,0,0,5,.083,.083,.083,.167,-54,1,0,0,0,0,0
28,88,312,286,32,51,7,0,10,31,1,0,15,87,.178,.220,.308,.527,43,88,7,1,7,3,1
23,15,49,45,4,8,5,0,1,4,0,0,4,20,.178,.245,.356,.600,54,16,2,0,0,0,0
25,74,279,245,36,51,10,0,16,41,0,0,25,99,.208,.294,.445,.739,99,109,3,6,0,3,1
21,46,170,165,16,41,4,4,4,10,7,3,3,49,.248,.271,.394,.665,76,65,3,2,0,0,0
22,154,592,554,76,142,26,8,9,51,24,11,29,119,.256,.295,.381,.676,88,211,9,3,3,3,4
23,157,655,616,75,177,30,7,15,72,19,10,31,124,.287,.323,.432,.755,101,266,13,3,2,3,2
24,46,147,143,20,36,3,1,4,15,0,1,4,34,.252,.272,.371,.643,75,53,5,0,0,0,0
25,141,588,550,77,155,25,6,11,57,13,0,31,120,.282,.321,.409,.731,99,225,12,3,0,4,0
20,15,14,12,5,4,0,1,0,0,0,1,2,2,.333,.429,.500,.929,162,6,0,0,0,0,0
21,68,266,237,27,62,10,2,2,17,10,1,13,35,.262,.300,.346,.646,81,82,3,1,13,2,0
22,97,355,315,50,69,14,3,6,27,10,4,32,39,.219,.291,.340,.631,69,107,5,1,5,2,0
23,152,618,565,84,176,46,3,11,76,22,7,44,62,.312,.363,.462,.825,114,261,10,4,1,4,1
24,152,645,585,107,186,56,6,29,83,17,5,52,69,.318,.374,.583,.957,145,341,13,3,0,5,5
25,157,698,578,110,156,38,4,39,105,34,6,106,80,.270,.387,.552,.939,151,319,2,8,0,6,15
26,129,542,482,68,123,33,3,23,83,24,4,52,74,.255,.327,.479,.806,106,231,8,2,0,6,3
27,58,254,219,45,64,16,1,17,46,10,3,31,43,.292,.386,.607,.993,167,133,2,3,0,1,0
28,152,636,552,111,147,32,5,36,103,27,4,72,87,.266,.355,.538,.893,141,297,13,7,0,5,10
23,9,10,9,4,3,0,0,1,1,2,0,1,0,.333,.400,.667,1.067,187,6,0,0,0,0,0
24,56,128,108,27,29,4,2,0,7,8,1,19,24,.269,.378,.343,.721,92,37,2,0,1,0,0
25,33,86,82,8,17,4,0,0,8,6,2,4,22,.207,.244,.256,.500,37,21,0,0,0,0,0
26,158,638,564,86,153,29,1,4,48,30,6,67,121,.271,.349,.348,.696,93,196,13,2,1,4,0
26,98,370,325,44,85,13,1,2,34,17,5,38,71,.262,.339,.326,.665,85,106,7,2,1,4,0
26,60,268,239,42,68,16,0,2,14,13,1,29,50,.285,.362,.377,.739,104,90,6,0,0,0,0
22,94,279,253,29,63,15,0,8,32,1,1,25,64,.249,.315,.403,.719,91,102,4,0,0,1,1
23,18,38,36,4,10,0,1,1,4,1,0,1,4,.278,.316,.417,.732,102,15,2,1,0,0,0
23,22,66,61,9,14,3,0,0,2,0,0,4,8,.230,.277,.279,.556,54,17,0,0,0,0,0
24,69,250,233,28,59,13,0,7,21,1,0,14,45,.253,.301,.399,.700,90,93,7,2,0,0,1
22,87,285,261,36,73,9,0,16,31,0,0,24,80,.280,.340,.498,.838,131,130,5,0,0,0,0
23,99,354,321,43,82,9,0,27,46,0,0,29,93,.255,.314,.536,.849,121,172,12,0,0,4,1
23,51,194,173,26,41,10,0,10,35,0,0,18,63,.237,.304,.468,.772,97,81,3,0,0,3,0
24,59,241,211,27,58,10,0,9,34,0,0,24,69,.275,.344,.450,.795,116,95,6,1,0,5,0
25,115,466,418,57,106,18,2,30,85,4,1,43,149,.254,.324,.522,.846,127,218,13,2,0,3,3
24,119,446,421,54,116,20,3,11,50,2,1,18,91,.276,.312,.416,.728,91,175,8,5,0,1,1
25,3,11,10,2,2,0,0,0,1,0,1,1,2,.200,.273,.200,.473,31,2,0,0,0,0,0
26,99,361,339,33,91,21,1,7,41,3,1,14,56,.268,.305,.398,.703,91,135,10,5,0,3,1
24,101,332,299,41,72,15,2,8,39,18,1,26,99,.241,.307,.385,.692,80,115,5,4,0,3,1
25,34,114,106,14,24,5,0,2,9,4,1,7,44,.226,.281,.330,.611,65,35,1,1,0,0,0
26,9,14,13,1,0,0,0,0,0,0,0,1,7,.000,.071,.000,.071,-78,0,0,0,0,0,0
27,20,50,37,3,6,0,0,1,3,2,1,7,14,.162,.360,.243,.603,71,9,2,5,0,1,0
28,99,348,299,44,68,9,1,8,35,15,3,30,122,.227,.325,.344,.669,85,103,3,15,0,4,0
23,28,84,73,8,13,2,1,1,6,0,0,11,22,.178,.286,.274,.560,48,20,4,0,0,0,0
24,10,13,11,1,2,0,0,0,1,0,0,2,4,.182,.308,.182,.490,40,2,2,0,0,0,0
25,89,251,237,32,54,14,3,9,39,1,0,11,69,.228,.267,.426,.693,86,101,4,2,0,1,0
24,115,482,438,70,118,25,3,15,54,15,4,28,84,.269,.318,.443,.761,96,194,9,5,7,4,0
25,36,93,86,6,11,1,0,1,6,3,0,5,27,.128,.174,.174,.348,-4,15,0,0,1,1,0
26,72,238,214,27,48,11,1,6,19,7,1,21,42,.224,.300,.369,.669,83,79,1,2,1,0,0
21,49,132,118,22,31,3,2,3,12,8,1,7,28,.263,.333,.398,.732,101,47,0,6,0,1,0
22,68,210,188,23,41,10,0,5,16,11,0,11,54,.218,.282,.351,.633,73,66,1,7,1,3,0
24,60,202,191,17,39,8,0,4,18,2,0,9,54,.204,.243,.309,.551,50,59,7,1,0,1,0
25,29,95,85,10,23,5,0,1,4,0,0,5,26,.271,.311,.365,.676,89,31,2,0,5,0,0
26,70,226,184,30,42,9,1,7,21,0,0,33,64,.228,.348,.402,.751,101,74,9,2,5,2,1
27,61,184,153,14,28,6,1,3,17,0,0,23,44,.183,.285,.294,.579,52,45,4,0,5,3,0
28,73,248,217,22,45,12,0,8,38,0,1,26,71,.207,.291,.373,.664,72,81,4,0,4,1,0
29,62,210,179,16,30,9,1,2,19,1,0,21,70,.168,.256,.263,.519,42,47,6,1,7,2,0
30,119,449,389,46,93,9,1,24,63,0,0,45,127,.239,.321,.452,.774,99,176,12,4,7,4,1
31,32,110,97,6,16,2,0,1,5,0,0,11,38,.165,.264,.216,.480,34,21,2,2,0,0,0
32,44,161,141,13,21,3,0,7,17,1,0,17,56,.149,.245,.319,.564,54,45,1,1,2,0,0
25,40,133,121,16,28,4,0,3,9,0,1,7,19,.231,.285,.339,.623,71,41,3,2,3,0,0
23,27,87,78,6,16,3,1,3,11,0,1,6,22,.205,.276,.385,.660,73,30,4,2,0,1,0
24,37,103,92,16,17,1,3,3,7,2,2,10,18,.185,.272,.359,.631,72,33,7,1,0,0,0
25,85,261,225,42,62,15,1,15,38,3,2,33,61,.276,.372,.551,.923,136,124,7,2,0,1,0
26,29,92,78,8,15,5,1,2,8,0,1,12,19,.192,.304,.359,.663,81,28,3,1,0,1,0
27,61,193,163,23,33,8,0,11,28,1,2,28,57,.202,.326,.454,.780,115,74,2,2,0,0,0
27,36,121,98,12,17,5,0,7,20,0,2,21,31,.173,.331,.439,.769,109,43,1,2,0,0,0
27,25,72,65,11,16,3,0,4,8,1,0,7,26,.246,.319,.477,.796,123,31,1,0,0,0,0
22,96,388,323,48,65,22,2,11,48,6,6,54,104,.201,.316,.384,.700,94,124,3,3,2,6,0
23,117,423,372,46,84,16,1,12,43,3,3,45,115,.226,.312,.371,.683,78,138,3,3,0,3,0
25,115,315,282,27,59,7,0,4,19,6,1,30,78,.209,.290,.277,.566,60,78,1,2,0,0,1
25,43,113,100,7,19,3,0,2,6,0,1,12,27,.190,.277,.280,.557,54,28,0,0,0,0,1
25,72,202,182,20,40,4,0,2,13,6,0,18,51,.220,.297,.275,.572,63,50,1,2,0,0,0
24,5,13,12,0,1,0,0,0,0,0,0,1,5,.083,.154,.083,.237,-32,1,0,0,0,0,1
25,30,81,77,9,17,0,0,4,5,1,0,4,27,.221,.259,.377,.636,72,29,0,0,0,0,0
20,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
21,16,50,48,3,19,3,0,1,6,0,0,1,11,.396,.408,.521,.929,151,25,0,0,1,0,0
22,35,106,99,8,15,4,0,2,4,1,0,3,29,.152,.184,.253,.437,13,25,2,1,3,0,0
27,45,114,104,9,15,3,0,1,5,0,0,8,32,.144,.211,.202,.412,15,21,2,1,0,1,0
29,23,71,67,4,17,3,1,0,7,0,0,2,16,.254,.268,.328,.596,72,22,1,0,0,2,1
30,103,329,294,27,74,18,1,11,44,0,0,27,76,.252,.319,.432,.751,116,127,6,3,3,2,3
31,110,319,298,16,53,14,0,5,26,0,0,11,86,.178,.213,.275,.489,36,82,4,3,5,2,0
32,65,207,185,12,41,4,0,6,26,0,0,16,54,.222,.291,.341,.632,71,63,4,3,1,2,3
33,74,237,218,23,55,9,0,10,35,0,1,14,70,.252,.305,.431,.736,94,94,4,3,1,1,3
33,54,187,174,15,40,4,0,8,23,0,1,9,54,.230,.278,.391,.669,77,68,3,3,0,1,3
33,20,50,44,8,15,5,0,2,12,0,0,5,16,.341,.408,.591,.999,154,26,1,0,1,0,0
34,30,87,82,8,20,4,0,4,11,0,0,4,32,.244,.287,.439,.726,97,36,3,1,0,0,0
34,3,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0
35,9,20,17,2,4,0,0,1,3,0,0,3,4,.235,.350,.412,.762,104,7,0,0,0,0,0
36,2,4,4,0,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,39,1,0,0,0,0,0
37,21,63,55,6,13,3,0,2,9,0,0,4,24,.236,.300,.400,.700,90,22,2,1,3,0,0
37,4,15,14,2,3,0,0,0,0,0,0,0,5,.214,.267,.214,.481,36,3,2,1,0,0,0
22,7,28,27,2,8,3,0,0,1,0,0,0,3,.296,.321,.407,.729,100,11,1,1,0,0,0
22,15,54,52,3,14,4,0,1,4,0,0,2,9,.269,.296,.404,.700,88,21,1,0,0,0,0
23,113,435,389,48,104,22,1,15,52,0,2,38,76,.267,.334,.445,.779,113,173,19,2,4,2,8
24,25,96,83,11,22,2,0,3,10,0,0,12,19,.265,.354,.398,.752,104,33,1,0,0,1,2
25,78,303,287,29,78,9,0,16,59,0,1,15,42,.272,.307,.470,.777,110,135,12,0,0,1,1
26,88,361,341,32,91,12,0,11,47,0,0,17,57,.267,.299,.399,.698,91,136,17,0,0,3,2
27,128,504,475,41,109,16,0,15,68,0,0,21,101,.229,.258,.358,.616,66,170,16,0,0,8,2
28,131,523,482,58,148,25,0,22,80,0,0,35,79,.307,.354,.496,.850,121,239,17,2,0,4,2
29,64,224,208,19,54,6,0,11,35,0,0,10,36,.260,.290,.447,.737,97,93,11,0,0,3,2
30,78,315,293,30,87,14,0,14,53,0,0,22,61,.297,.346,.488,.834,129,143,17,0,0,0,1
30,33,101,89,9,30,8,1,1,17,0,0,10,19,.337,.396,.483,.879,135,43,3,0,0,2,1
31,141,524,473,52,136,19,0,14,73,1,0,44,69,.288,.351,.416,.768,106,197,16,4,0,3,5
32,45,155,142,13,34,6,0,5,15,0,0,10,31,.239,.297,.387,.684,87,55,5,2,0,1,0
33,44,163,151,15,31,5,0,8,20,0,0,9,36,.205,.248,.397,.646,76,60,2,0,0,1,0
33,35,128,120,12,24,5,0,6,13,0,0,6,29,.200,.238,.392,.630,72,47,1,0,0,0,0
33,9,35,31,3,7,0,0,2,7,0,0,3,7,.226,.286,.419,.705,90,13,1,0,0,1,0
23,17,43,39,5,9,2,0,2,8,0,0,4,10,.231,.302,.436,.738,96,17,1,0,0,0,0
24,46,166,153,11,24,8,0,2,12,0,0,11,41,.157,.211,.248,.459,24,38,4,0,0,2,0
25,25,82,77,8,23,7,0,1,14,0,0,2,17,.299,.329,.429,.758,106,33,3,2,0,1,0
26,9,10,10,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0
27,10,32,28,1,3,1,0,0,0,0,0,4,7,.107,.219,.143,.362,2,4,1,0,0,0,0
27,27,74,66,5,15,5,0,2,6,0,0,8,21,.227,.311,.394,.705,94,26,4,0,0,0,1
29,6,13,11,0,3,1,0,0,2,0,0,1,3,.273,.385,.364,.748,108,4,1,1,0,0,0
30,6,6,6,1,4,1,0,0,1,0,0,0,1,.667,.667,.833,1.500,311,5,0,0,0,0,0
31,5,19,18,4,5,2,0,2,7,0,0,1,5,.278,.316,.722,1.038,151,13,0,0,0,0,0
32,5,11,11,0,4,0,0,0,0,0,0,0,2,.364,.364,.364,.727,98,4,0,0,0,0,0
33,9,30,28,2,7,3,0,0,0,0,0,1,10,.250,.276,.357,.633,72,10,0,0,1,0,0
24,33,57,48,9,9,2,0,1,5,0,0,6,16,.188,.278,.292,.569,57,14,1,0,3,0,0
24,6,10,8,1,1,0,0,0,0,0,0,1,1,.125,.222,.125,.347,-3,1,1,0,1,0,0
24,27,47,40,8,8,2,0,1,5,0,0,5,15,.200,.289,.325,.614,69,13,0,0,2,0,0
25,134,550,509,68,140,27,5,11,59,4,1,36,122,.275,.322,.413,.735,100,210,8,1,1,3,1
26,101,293,257,37,70,14,4,1,19,7,3,31,61,.272,.358,.370,.728,106,95,4,4,0,1,1
27,134,356,311,47,77,18,0,7,33,2,2,40,104,.248,.337,.373,.710,85,116,0,3,0,2,2
28,40,127,114,13,27,8,1,3,10,0,2,13,39,.237,.315,.404,.718,91,46,4,0,0,0,0
29,11,17,14,1,1,1,0,0,0,0,0,3,6,.071,.235,.143,.378,8,2,1,0,0,0,0
29,111,383,326,42,83,17,3,8,26,3,6,48,99,.255,.352,.399,.750,104,130,6,3,2,4,2
21,56,189,166,25,37,7,3,1,11,15,3,17,59,.223,.303,.319,.622,71,53,1,2,4,0,0
22,52,153,147,15,38,6,5,2,12,4,3,5,37,.259,.283,.408,.691,87,60,5,0,1,0,0
23,94,274,239,31,54,8,1,2,13,15,5,25,74,.226,.311,.293,.604,73,70,9,5,4,1,0
24,140,535,485,73,123,24,8,5,26,23,11,45,145,.254,.321,.367,.688,90,178,11,3,2,0,0
25,30,101,91,11,19,2,2,2,7,0,1,9,38,.209,.287,.341,.628,70,31,1,1,0,0,0
24,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
25,1,4,4,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
26,64,200,188,18,42,14,0,1,19,1,0,11,38,.223,.265,.314,.579,53,59,8,0,0,1,0
27,82,277,252,33,72,12,0,10,34,0,1,21,40,.286,.339,.452,.792,116,114,4,1,0,3,1
28,101,332,303,31,73,14,0,2,28,0,0,23,56,.241,.296,.307,.603,60,93,11,2,1,3,0
29,26,73,68,4,16,2,0,2,9,0,0,5,15,.235,.288,.353,.641,63,24,4,0,0,0,0
30,106,371,338,52,83,18,1,18,44,0,0,30,60,.246,.310,.464,.774,96,157,15,2,0,1,1
24,79,253,242,28,62,12,1,11,37,0,0,10,61,.256,.289,.450,.739,111,109,10,1,0,0,0
25,113,404,378,37,99,17,1,16,51,3,1,17,82,.262,.300,.439,.739,106,166,9,5,0,3,1
26,116,445,407,51,113,25,2,16,69,2,3,24,75,.278,.325,.467,.792,116,190,9,7,0,5,1
27,100,373,339,39,84,14,1,16,56,3,2,22,96,.248,.305,.437,.741,98,148,5,7,0,3,0
28,140,560,501,68,127,28,1,30,74,1,2,37,145,.253,.323,.493,.816,123,247,11,17,0,5,2
29,125,499,458,51,116,24,0,25,78,0,0,29,107,.253,.311,.469,.780,104,215,13,10,0,2,3
30,13,52,42,9,8,3,0,4,8,0,0,9,16,.190,.346,.548,.894,141,23,2,1,0,0,0
31,142,547,470,70,132,31,1,28,92,1,0,60,117,.281,.375,.530,.905,130,249,11,13,0,4,3
22,25,81,76,8,17,2,0,0,7,0,0,4,27,.224,.272,.250,.522,30,19,2,1,0,0,0
23,7,21,21,1,2,1,0,0,2,0,0,0,6,.095,.095,.143,.238,-40,3,0,0,0,0,0
24,102,415,387,49,110,21,3,15,51,0,0,19,84,.284,.328,.470,.798,102,182,8,7,0,2,0
23,97,415,372,67,101,21,4,27,72,8,5,35,130,.272,.341,.567,.909,122,211,5,5,2,1,2
24,145,555,503,68,120,32,3,24,82,7,2,49,191,.239,.308,.457,.765,84,230,12,2,0,1,4
25,157,656,598,88,174,42,6,37,108,27,6,47,168,.291,.348,.567,.914,127,339,12,7,0,4,3
26,145,656,588,111,173,38,5,35,85,23,8,58,174,.294,.363,.554,.917,120,326,3,7,0,3,0
27,59,259,235,41,68,13,4,11,28,15,3,24,63,.289,.355,.519,.874,120,122,5,0,0,0,1
28,142,595,526,88,132,34,5,24,75,20,6,53,139,.251,.329,.471,.801,103,248,7,11,0,5,2
22,17,24,19,2,3,1,0,0,1,0,0,5,5,.158,.333,.211,.544,39,4,1,0,0,0,0
23,91,202,181,17,42,9,1,5,19,1,0,18,64,.232,.307,.376,.683,72,68,0,2,0,1,2
24,141,539,480,70,120,22,1,24,83,5,1,56,160,.250,.329,.450,.779,88,216,14,1,1,1,1
25,52,193,172,23,37,6,1,9,26,0,1,18,66,.215,.295,.419,.714,80,72,4,2,0,1,0
26,151,596,528,80,134,32,1,23,86,6,2,59,147,.254,.331,.449,.779,98,237,14,4,0,5,2
22,22,41,38,4,10,0,0,0,3,3,0,2,11,.263,.293,.263,.556,42,10,0,0,0,1,0
23,70,171,160,27,46,12,2,2,16,5,2,8,36,.288,.329,.425,.754,84,68,3,2,1,0,1
24,25,27,25,6,5,2,1,1,6,0,0,2,7,.200,.259,.480,.739,82,12,0,0,0,0,0
25,138,447,426,54,117,23,5,9,44,9,3,21,100,.275,.309,.415,.724,75,177,2,0,0,0,0
26,51,206,184,26,59,8,2,1,17,8,2,14,38,.321,.369,.402,.772,98,74,3,2,1,3,0
27,133,533,487,69,133,26,2,6,50,20,6,40,70,.273,.327,.372,.699,80,181,8,1,1,4,2
23,24,48,40,3,11,3,1,0,4,2,0,7,12,.275,.396,.400,.796,103,16,0,1,0,0,0
24,105,327,299,40,74,9,4,8,27,15,3,24,88,.247,.302,.385,.686,67,115,2,0,2,2,1
25,53,184,167,25,39,4,3,5,11,6,1,13,60,.234,.287,.383,.671,70,64,1,0,3,1,0
26,147,494,453,69,106,21,6,11,33,17,7,33,118,.234,.289,.380,.669,71,172,6,3,3,2,2
24,27,102,98,9,25,1,0,1,8,5,1,3,8,.255,.277,.296,.573,47,29,2,0,1,0,1
25,42,121,113,15,32,8,0,2,9,1,2,4,17,.283,.325,.407,.732,85,46,4,3,1,0,0
26,82,258,246,35,76,17,2,6,22,7,0,7,49,.309,.336,.467,.803,106,115,1,3,2,0,0
27,154,648,593,82,171,27,3,19,72,28,10,31,96,.288,.335,.440,.775,103,261,3,13,6,5,5
28,157,682,614,93,176,31,9,17,58,43,13,46,112,.287,.347,.450,.797,102,276,4,13,5,4,2
29,143,641,578,111,187,35,5,29,82,17,9,43,102,.324,.381,.552,.933,130,319,2,13,3,4,4
30,159,725,644,137,213,35,14,37,104,14,10,65,135,.331,.399,.601,1.000,141,387,4,10,3,3,9
31,156,696,626,119,182,31,7,29,70,12,4,59,134,.291,.358,.502,.860,115,314,10,8,1,2,2
32,140,634,580,112,182,42,7,32,86,2,5,40,104,.314,.364,.576,.940,125,334,11,9,0,5,1
33,59,247,221,31,67,12,1,6,42,2,1,19,44,.303,.356,.448,.804,104,99,4,2,0,5,4
34,150,582,514,76,139,25,4,13,78,3,0,54,91,.270,.351,.411,.761,96,211,8,11,0,3,1
25,44,105,97,7,20,1,1,0,3,1,0,7,21,.206,.257,.237,.494,23,23,2,0,0,1,0
27,107,331,301,26,85,12,2,2,30,2,1,21,60,.282,.332,.355,.688,78,107,9,2,6,1,0
26,24,56,55,8,12,1,0,3,7,1,0,1,20,.218,.232,.400,.632,50,22,0,0,0,0,0
27,30,103,98,14,30,7,0,2,17,1,0,2,29,.306,.320,.439,.759,92,43,1,1,0,2,0
28,95,284,271,30,61,11,1,7,33,0,0,12,65,.225,.257,.351,.608,55,95,5,0,0,1,1
24,16,43,39,4,7,3,0,2,4,0,0,3,17,.179,.233,.410,.643,53,16,0,0,0,1,0
26,81,263,228,31,43,12,3,10,33,0,0,34,91,.189,.293,.399,.692,76,91,0,0,0,1,4
25,27,87,77,13,21,4,2,7,13,2,0,9,23,.273,.356,.649,1.006,138,50,1,1,0,0,0
26,36,114,105,13,22,2,2,6,10,3,0,9,42,.210,.272,.438,.710,77,46,0,0,0,0,0
27,81,238,214,32,46,7,2,14,34,5,0,23,87,.215,.294,.463,.757,91,99,0,1,0,0,3
26,8,16,15,1,1,0,0,0,0,0,0,1,5,.067,.125,.067,.192,-46,1,1,0,0,0,0
28,63,211,179,23,51,9,0,8,35,0,0,26,41,.285,.379,.469,.848,117,84,1,3,0,3,0
25,28,50,46,7,10,2,0,1,3,0,0,3,15,.217,.260,.326,.586,50,15,2,0,0,1,1
21,20,61,55,5,16,5,0,0,5,2,0,6,10,.291,.361,.382,.742,105,21,0,0,0,0,1
22,91,332,310,34,81,15,6,6,26,8,1,16,67,.261,.300,.406,.706,95,126,4,2,2,2,0
23,147,552,515,59,117,27,5,4,43,16,4,26,144,.227,.264,.322,.587,57,166,9,1,7,3,3
24,119,466,437,52,121,24,11,5,49,21,2,20,87,.277,.315,.416,.731,88,182,8,5,2,2,4
25,97,386,362,41,97,25,1,12,51,12,2,17,87,.268,.299,.442,.741,85,160,3,1,2,4,0
26,106,309,281,34,58,15,0,4,22,11,4,24,75,.206,.272,.302,.574,53,85,4,2,0,2,4
27,66,196,180,13,25,6,1,3,14,5,2,14,78,.139,.209,.233,.443,16,42,2,2,0,0,0
27,40,145,135,9,18,4,1,2,9,4,1,8,55,.133,.193,.222,.415,9,30,1,2,0,0,0
27,26,51,45,4,7,2,0,1,5,1,1,6,23,.156,.255,.267,.522,36,12,1,0,0,0,0
28,17,44,41,9,11,1,0,2,5,1,0,3,11,.268,.318,.439,.757,91,18,0,0,0,0,0
29,21,50,43,9,14,4,3,1,5,2,1,7,15,.326,.420,.628,1.048,165,27,0,0,0,0,1
23,19,40,37,7,7,1,0,0,2,0,0,3,11,.189,.250,.216,.466,22,8,1,0,0,0,0
23,27,91,86,8,21,6,0,2,13,0,0,5,24,.244,.286,.384,.669,82,33,3,0,0,0,0
24,108,319,296,46,84,14,0,17,51,0,1,23,80,.284,.335,.503,.839,129,149,9,0,0,0,0
25,142,563,527,55,152,34,5,15,68,3,2,26,114,.288,.321,.457,.779,116,241,9,3,0,7,5
26,60,186,175,14,42,9,0,5,24,1,0,10,41,.240,.280,.377,.657,78,66,1,0,0,1,1
27,118,327,297,37,74,18,0,16,54,0,1,25,81,.249,.309,.471,.780,106,140,5,2,0,3,1
28,131,367,339,46,93,22,1,20,65,0,0,23,88,.274,.319,.522,.841,115,177,5,1,0,4,5
28,31,53,48,4,14,2,0,1,7,0,0,4,17,.292,.340,.396,.735,94,19,0,0,0,1,0
28,100,314,291,42,79,20,1,19,58,0,0,19,71,.271,.315,.543,.858,119,158,5,1,0,3,5
29,121,337,306,42,73,10,0,21,57,0,0,27,73,.239,.309,.477,.786,105,146,6,4,0,0,3
29,94,277,249,37,64,9,0,18,48,0,0,24,55,.257,.332,.510,.842,118,127,6,4,0,0,2
29,27,60,57,5,9,1,0,3,9,0,0,3,18,.158,.200,.333,.533,43,19,0,0,0,0,1
